User_ID,Initial_Debt,Interest_Rate,Minimum_Payment_Percentage,Monthly_Income,Monthly_Expenses,Additional_Payment,Repayment_Strategy
33,7440.11,20.11,3.098443381958281,8031.12,2810.892,631.13,Avalanche
34,94939.67,10.73,2.365176323879247,14636.07,13172.463,186.95,Avalanche
35,96597.57,23.63,2.3991710436501616,9910.85,3865.2315000000003,511.36,Highest Interest
36,81031.34,17.57,3.5,6543.58,5823.7862000000005,188.55,Snowball
37,31156.76,6.48,2.979721354498294,3483.25,3100.0925,570.93,Snowball
38,10669.54,17.22,2.1658193619138406,3966.21,3093.6438000000003,698.94,Avalanche
39,68739.07,13.68,2.1948720498177616,4929.12,3450.3839999999996,101.44,Avalanche
40,44575.1,7.87,2.6299006052974323,5262.57,3420.6704999999997,693.28,Avalanche
41,13081.79,25.72,2.8853649567568866,13058.01,10707.5682,474.86,Highest Interest
42,50022.51,3.3,3.376221024904071,9295.9,4369.072999999999,101.69,Snowball
43,4404.46,11.43,1.6959503206055886,8804.08,5106.3664,342.03,Highest Interest
44,91022.72,3.34,2.863509653677041,3492.0,2339.6400000000003,128.69,Snowball
45,26619.22,5.59,2.9438346557175237,13181.82,7250.001,560.28,Highest Interest
46,66589.71,11.02,2.105246574332305,11396.59,6382.090400000001,607.09,Snowball
47,31859.4,4.47,2.3198700492363593,2879.69,1439.845,84.64,Avalanche
48,52486.73,19.11,1.684834177722115,11201.86,7169.1904,404.91,Avalanche
49,55124.32,5.35,2.2495531521743852,9066.0,7343.46,651.7,Avalanche
50,19300.59,21.95,2.616047042361221,3062.43,1286.2205999999999,748.93,Highest Interest
51,96988.88,4.42,3.2970587307610115,7957.91,6843.8026,410.81,Avalanche
52,77738.15,4.6,3.343182729474326,8301.05,5893.745499999999,760.22,Snowball
53,94010.4,11.24,1.985350249192807,4155.07,3282.5053,428.55,Highest Interest
54,89587.91,27.21,3.2289295899284043,14294.08,9005.2704,315.35,Snowball
55,60192.1,20.32,1.525327372394576,13049.68,10048.2536,678.56,Highest Interest
56,92265.55,23.79,2.2075350407158587,10697.29,3316.1599,394.39,Snowball
57,9760.76,6.82,2.349094946461601,8009.84,6327.7736,377.52,Snowball
58,20402.3,25.52,2.625894695377174,7352.95,2352.944,392.25,Highest Interest
59,5477.5,3.22,2.5532551702734434,10462.66,8684.0078,677.43,Highest Interest
60,33207.7,8.75,2.6828492621090296,9090.61,8181.549000000001,665.55,Avalanche
61,39479.05,19.63,2.408521287244892,2809.55,1348.584,322.82,Avalanche
62,27863.55,13.13,2.9797943441897496,8662.53,3724.8879,266.64,Snowball
63,83045.01,29.57,2.845917818705359,12483.25,9487.27,393.54,Snowball
64,36318.58,3.82,2.3552185642764436,7970.12,3586.554,458.22,Snowball
65,28812.52,29.96,2.921196845095174,2675.44,2193.8608,190.67,Highest Interest
66,54726.91,19.84,3.5,12221.62,4399.7832,635.16,Highest Interest
67,14951.5,18.09,2.1633707726051656,4617.73,1754.7373999999998,389.19,Avalanche
68,80417.5,4.61,3.337668257967038,5362.07,4772.2423,267.24,Snowball
69,8380.51,10.38,2.2082623417000047,4141.18,2898.826,85.46,Avalanche
70,98701.81,27.97,3.205162977975249,6292.8,5097.168000000001,191.08,Highest Interest
71,77452.23,12.56,2.227031999823367,11837.77,5800.5073,759.42,Highest Interest
72,20672.85,20.86,2.8828312125781297,8752.02,6213.9342,244.08,Highest Interest
73,1546.69,29.99,2.5898165552989845,4663.46,3077.8836,135.09,Avalanche
74,81730.68,10.1,1.6073707660380552,13411.79,8851.781400000002,368.54,Highest Interest
75,70978.88,18.55,3.4577761862428256,13434.56,9538.5376,245.67,Snowball
76,73171.71,21.8,2.0522740054959767,13317.52,8656.388,28.13,Avalanche
77,77355.76,7.44,1.8652003443216043,5104.35,2858.4360000000006,258.52,Highest Interest
78,8330.42,7.01,2.180280609664246,7866.11,3697.0716999999995,435.29,Avalanche
79,36488.11,15.32,3.5,14804.87,11251.701200000001,441.37,Avalanche
80,12471.04,13.42,1.8731432062099311,12036.16,5295.9104,285.25,Highest Interest
81,86447.24,22.28,2.589121758841814,2353.18,1694.2895999999998,357.84,Highest Interest
82,62706.51,4.88,1.9384188368294237,2847.66,1252.9704,772.41,Avalanche
83,33758.9,29.25,2.0241458809175263,8031.11,5461.1548,301.88,Avalanche
84,7292.28,3.39,1.7002887154352246,13819.86,10364.895,206.58,Highest Interest
85,31787.25,19.24,2.6575841018992103,9003.12,3871.3416,194.77,Snowball
86,33193.15,18.19,2.4193900743755914,8471.56,2880.3304,366.21,Avalanche
87,73231.01,6.64,1.9343168782133553,3371.16,1281.0408,607.62,Avalanche
88,64118.19,7.07,2.9366017339792205,10538.14,6955.1724,164.79,Snowball
89,88834.06,24.4,2.989360357603873,12687.34,10276.745400000002,567.44,Highest Interest
90,47749.28,26.96,2.7036093040903855,6945.46,2292.0018,16.92,Highest Interest
91,12839.83,10.64,3.0853349695870693,12082.95,8941.383,335.15,Snowball
92,71611.23,14.83,2.325494867017648,14538.2,7269.1,620.69,Highest Interest
93,76317.72,12.58,2.661187348292238,4648.96,2742.8864,270.99,Highest Interest
94,56566.44,4.96,2.327425171355979,8803.29,7570.8294000000005,450.99,Avalanche
95,77325.75,21.18,1.746333441031159,5732.79,2866.395,163.98,Avalanche
96,49885.76,25.28,2.6096232004156787,12307.11,7138.123799999999,593.6,Avalanche
97,52750.55,11.23,2.579338953187229,9508.71,2947.7000999999996,41.82,Snowball
98,43326.56,29.73,2.4849028460289717,10249.57,3587.3495,682.03,Highest Interest
99,3516.49,5.05,2.6869376951217196,12372.88,5691.5248,158.56,Highest Interest
100,11681.25,20.87,3.2059512168549302,7147.62,2287.2384,699.52,Avalanche
101,4111.49,15.1,2.397790009209663,13896.17,9449.3956,282.02,Avalanche
102,64004.63,15.06,2.021415615379387,8929.38,5000.4528,578.15,Snowball
103,32121.24,15.36,2.376124495270997,4053.41,2553.6483,255.38,Highest Interest
104,51348.5,9.98,2.4315799833185987,11046.69,4418.676,724.73,Snowball
105,90849.08,22.32,2.991794286974096,12312.4,5909.951999999999,101.31,Highest Interest
106,25679.93,22.48,2.5533315516625597,6117.9,4282.53,142.82,Snowball
107,41627.91,10.62,1.9259053209903798,13143.33,11566.1304,394.42,Avalanche
108,75799.56,25.55,2.902728931785446,13779.86,4547.353800000001,65.55,Snowball
109,23651.02,11.55,2.8225639193969205,5599.76,4647.8008,156.78,Snowball
110,8621.01,22.58,2.553551225882307,14785.78,9610.757000000001,755.01,Avalanche
111,29685.39,6.27,2.97412323181891,3829.25,2450.7200000000003,781.19,Highest Interest
112,16960.91,7.55,3.057803505621696,4626.2,2775.72,301.01,Highest Interest
113,93040.07,11.53,2.3112797548571105,4394.92,1494.2728000000002,738.63,Avalanche
114,81003.92,19.03,2.049919383245099,13621.87,4767.6545,435.86,Snowball
115,63706.97,20.43,2.494061790149375,10505.8,6933.8279999999995,215.79,Snowball
116,87274.6,13.7,2.768305862717915,3977.36,1988.68,561.92,Snowball
117,80563.54,5.1,2.4473225306483197,7724.2,6565.57,527.12,Highest Interest
118,19470.44,13.09,2.0057882086221515,9998.87,5399.389800000001,791.3,Snowball
119,89363.34,21.6,2.5813359862603598,3085.03,1203.1617,212.04,Highest Interest
120,54394.88,21.12,1.5,13471.41,9834.1293,537.65,Snowball
121,80936.58,7.33,2.337769463895233,12446.85,5974.488,41.62,Avalanche
122,89713.04,3.21,2.925582949745082,8567.69,5311.9678,90.92,Avalanche
123,32482.34,23.33,2.952719183727388,14572.65,10492.307999999999,3.13,Highest Interest
124,11895.14,5.87,1.5,7430.89,6241.9476,799.57,Highest Interest
125,23565.58,5.22,2.4037079477734036,14793.43,11538.8754,641.82,Avalanche
126,43283.67,3.07,2.799637897610629,10682.96,7584.901599999999,629.38,Avalanche
127,81983.46,14.68,1.9119589637838428,10250.73,7278.0183,407.78,Snowball
128,86212.33,16.59,2.314022662546836,4157.41,3616.9467,240.05,Avalanche
129,1688.26,20.22,3.103858377954753,13465.06,6463.2288,121.01,Highest Interest
130,51563.98,10.99,2.2579182917111282,7557.37,2267.211,227.74,Avalanche
131,42323.69,22.18,3.299320834452653,4109.03,1890.1538,300.78,Highest Interest
132,22988.67,7.57,2.1294071417749922,2163.9,930.477,605.05,Highest Interest
133,12866.67,25.46,3.2049400858090156,9276.82,6493.773999999999,431.73,Snowball
134,34423.9,18.44,2.5167817774356083,8856.2,6022.216000000001,61.99,Snowball
135,94348.06,18.77,2.060836356399868,11351.6,7492.0560000000005,14.42,Snowball
136,32997.09,8.66,3.2066070414596526,13573.35,4207.7385,81.87,Snowball
137,52360.27,5.0,1.8967625232092247,3032.29,2243.8946,328.4,Avalanche
138,70598.88,15.55,2.1020138779703355,11509.45,5639.6305,746.55,Snowball
139,36999.33,19.62,2.7449597036447395,4436.36,3105.4519999999998,509.92,Avalanche
140,97206.43,5.57,2.540408697251308,13156.3,8288.469,641.46,Snowball
141,96282.28,28.66,2.636981878126439,12647.83,6450.3933,373.1,Snowball
142,25926.45,29.47,2.3158408384218796,9030.32,3431.5216,289.33,Highest Interest
143,50227.6,17.73,1.900303244317917,11233.16,4043.9375999999997,86.72,Avalanche
144,30786.95,28.65,2.1738721184743524,6086.55,4869.240000000001,700.75,Highest Interest
145,29199.21,7.85,3.1601996407233353,8125.18,6906.403,626.53,Snowball
146,4651.81,3.69,1.831509551975712,12681.28,8750.0832,134.49,Avalanche
147,61346.87,4.06,3.3222337166749725,7970.45,2869.3619999999996,409.81,Snowball
148,50765.22,18.86,2.6579294932792714,6651.38,3591.7452000000003,389.9,Highest Interest
149,6096.4,4.66,2.2015975470734515,8424.76,6234.3224,500.07,Avalanche
150,28586.0,28.88,1.5,12767.24,9830.7748,756.95,Highest Interest
151,90918.32,6.83,1.5646572079409533,6357.7,2352.3489999999997,463.82,Snowball
152,24716.63,11.23,2.3220580500700496,4258.9,1277.6699999999998,432.17,Snowball
153,15344.59,25.21,2.261477967121214,11256.18,8217.0114,40.26,Snowball
154,49455.82,8.91,2.5588742872315224,12737.72,6496.2372,50.33,Avalanche
155,98579.39,9.56,3.3595721671693433,3308.29,1488.7305000000001,149.88,Highest Interest
156,24963.47,20.34,2.7687970081351203,5118.36,1586.6915999999999,25.98,Highest Interest
157,67541.42,10.45,2.435655608627714,3845.64,2384.2968,594.68,Snowball
158,76400.34,8.87,3.108422178370011,6523.24,5283.8244,578.66,Highest Interest
159,24526.12,9.86,2.5753269633695526,7854.56,6833.4672,108.84,Avalanche
160,73093.42,16.25,3.29985449688009,11734.74,7510.2336,668.86,Snowball
161,37410.53,29.08,2.163956853316319,10464.92,6383.6012,123.83,Snowball
162,63598.28,25.47,1.9261046140712006,10072.07,3525.2245,240.94,Snowball
163,63719.44,10.68,1.5,6580.87,4145.9481,199.18,Avalanche
164,54041.69,12.81,2.4472943712607957,12938.82,6857.5746,297.85,Snowball
165,9938.69,15.54,1.8826792383214552,8126.73,5363.6418,203.73,Snowball
166,83694.95,29.43,1.8755984337551588,14728.36,7806.0308,391.16,Snowball
167,32757.23,7.65,3.0171597082009107,10243.85,4507.294,325.93,Snowball
168,19465.33,12.65,1.638949187663285,3641.44,1310.9184,789.26,Highest Interest
169,5036.74,22.69,2.5517792362486604,10790.31,5287.251899999999,44.74,Snowball
170,59498.4,29.03,2.4583836448646714,6226.35,2241.486,113.75,Avalanche
171,68078.87,7.2,2.5460655741658154,10922.25,4478.1224999999995,42.26,Snowball
172,2642.2,9.14,3.1920512343729874,2905.33,2585.7437,500.67,Snowball
173,51697.21,9.09,2.0871543481945576,4273.46,2435.8722,43.61,Highest Interest
174,23423.08,3.57,3.1924742435491753,13124.58,8137.2396,669.15,Snowball
175,64872.11,19.31,1.6198974719264747,4953.33,4061.7306,409.55,Highest Interest
176,18262.28,21.11,2.8253705185332323,12881.53,11593.377,421.61,Avalanche
177,69402.84,19.27,3.238186689435554,5630.59,3659.8835000000004,449.28,Highest Interest
178,39286.8,4.93,1.5,10357.46,8182.3934,136.65,Snowball
179,93736.27,4.87,2.4823035374349596,11023.96,5511.98,158.15,Avalanche
180,14614.57,8.68,2.441634677541957,8664.51,4158.9648,255.05,Snowball
181,34765.57,10.84,2.535924254602721,5969.04,3223.2816000000003,474.8,Highest Interest
182,12233.88,24.24,3.3557789604950496,4764.38,3335.066,168.09,Avalanche
183,92544.67,7.3,2.118184566835712,2431.46,1726.3365999999999,93.07,Avalanche
184,87856.6,4.19,1.9077457349102556,5951.3,2916.137,776.09,Highest Interest
185,26536.22,13.64,2.5395613413795872,10491.12,3986.6256000000003,17.59,Highest Interest
186,66338.42,14.24,3.0621567206530034,14197.96,9654.6128,642.16,Avalanche
187,81905.0,15.17,2.77931744155241,13325.66,5063.7508,630.43,Avalanche
188,55964.88,25.33,2.5171609984155268,11958.84,7773.246,237.77,Highest Interest
189,53435.41,5.65,2.385384498593915,12249.82,8819.8704,108.5,Snowball
190,24943.38,22.01,1.5,10644.8,7664.255999999999,116.5,Avalanche
191,10217.17,12.12,2.7929312643086055,5383.73,4037.7974999999997,557.95,Highest Interest
192,89824.36,11.37,2.852670291479293,13793.54,11310.702800000001,514.25,Snowball
193,90141.39,28.18,2.153833215923367,10719.52,6431.712,626.2,Avalanche
194,63677.04,9.71,2.2676400666035437,9285.73,6871.4402,749.98,Avalanche
195,34563.95,20.35,1.9758854895197582,3442.86,2306.7162000000003,553.54,Highest Interest
196,35571.75,10.43,2.934061736394649,7811.72,3202.8052,124.68,Snowball
197,72869.61,16.69,2.3170668596528112,7984.66,2555.0912,194.75,Avalanche
198,89813.92,24.23,2.4253476663389955,13239.33,6222.4851,673.75,Snowball
199,88821.56,26.81,2.8146320581719646,9106.43,5190.6651,167.44,Snowball
200,78207.68,25.64,2.6634870267147295,6945.21,4653.2907000000005,58.02,Avalanche
201,64561.13,18.72,2.7816405673835134,14698.4,11905.704,562.62,Snowball
202,9329.86,9.72,2.5874186530177488,3439.37,1444.5354,322.02,Avalanche
203,17001.24,20.85,2.5985591675613504,7493.13,2847.3894,736.03,Snowball
204,89956.86,22.17,2.593818927182127,2546.32,2240.7616000000003,520.2,Avalanche
205,61036.48,3.29,2.726457879674505,11618.75,4182.75,72.34,Highest Interest
206,1910.51,14.86,2.7507535458570067,13935.0,8221.65,758.29,Avalanche
207,11045.68,25.77,1.8876460196269744,5640.49,3666.3185,206.85,Avalanche
208,66686.68,16.22,2.201402874357384,13158.44,8158.232800000001,269.77,Avalanche
209,1501.1,11.41,2.398320868249002,5798.84,2029.5939999999998,321.81,Snowball
210,16920.0,26.54,2.7259091282477748,13840.01,4567.2033,40.98,Highest Interest
211,55324.65,7.21,3.2987116814131214,11801.5,4248.54,397.21,Snowball
212,69497.62,8.57,2.0933884841833494,12463.79,8101.463500000001,98.65,Snowball
213,65544.16,21.56,2.939325837690094,2234.09,1407.4767000000002,320.78,Avalanche
214,23202.66,12.52,2.2155267438597854,14516.53,6387.2732000000005,280.57,Snowball
215,71505.74,22.25,3.185258417822327,11446.72,7783.7696000000005,618.27,Avalanche
216,24487.66,7.26,3.456171965898477,5961.76,4709.790400000001,642.54,Highest Interest
217,33214.57,9.81,1.6259931531856684,12782.13,4090.2816,122.73,Snowball
218,74902.65,7.23,2.3368332171463155,5659.78,3395.868,293.24,Snowball
219,65313.66,28.73,1.5,13345.8,9475.517999999998,298.68,Snowball
220,85073.12,13.95,1.6550819877204472,3463.55,1558.5975,121.13,Avalanche
221,66103.68,12.1,1.6862373798731478,11147.92,5351.0016,638.76,Avalanche
222,57262.55,3.38,2.8120329874056433,9029.08,6049.4836000000005,565.78,Snowball
223,10273.8,7.14,2.7184918221635517,3254.95,2734.158,152.31,Snowball
224,37403.86,14.37,2.9006222273305244,5144.62,4064.2498,293.38,Highest Interest
225,27255.03,4.85,2.8039582591874606,2161.25,1404.8125,84.64,Highest Interest
226,25154.97,16.79,2.742532410733123,8093.98,5989.5452,502.57,Highest Interest
227,97328.04,15.29,2.555928525672341,5916.45,3076.554,97.1,Highest Interest
228,39916.67,23.71,2.434559847327309,9778.65,6649.482,788.75,Highest Interest
229,89312.61,20.81,3.009798866022388,5864.09,3401.1722,624.55,Avalanche
230,63482.72,15.04,2.5061389445120192,5898.95,2418.5694999999996,312.19,Highest Interest
231,79686.32,9.07,2.7625894907942987,11661.51,8396.2872,462.85,Highest Interest
232,50761.07,22.63,1.5,2625.86,1654.2918000000002,729.07,Snowball
233,58113.48,22.11,1.91246545957046,13737.63,7143.567599999999,443.28,Avalanche
234,49759.25,7.14,2.9901121268226327,13079.43,11117.5155,139.6,Highest Interest
235,20329.06,27.7,2.1657825332834078,10681.46,3311.2526,302.96,Highest Interest
236,72522.76,4.74,1.8023212410837963,9711.88,4758.821199999999,674.52,Highest Interest
237,28796.46,4.49,2.820646165740685,13599.93,4487.976900000001,515.37,Snowball
238,3407.28,8.06,2.5006671626392145,4409.29,3351.0604,520.58,Snowball
239,64901.76,27.56,2.296530414343208,3026.6,2179.152,693.46,Snowball
240,18533.96,17.04,3.2545554843705458,5113.63,2556.815,715.18,Highest Interest
241,94105.4,24.27,3.168717053957709,12329.52,8753.9592,735.83,Snowball
242,95438.93,9.15,2.4060814001924657,2450.71,1323.3834000000002,75.88,Highest Interest
243,91571.57,16.24,2.8611876524096482,9576.49,7182.3675,435.3,Avalanche
244,37645.71,12.67,1.5,14940.69,8516.193299999999,592.41,Highest Interest
245,2530.21,25.35,3.046679516448639,13124.05,7218.2275,605.54,Snowball
246,92903.54,3.61,1.9567067456319802,8778.79,7549.759400000001,485.37,Avalanche
247,43390.23,9.58,1.7739290322915855,2827.33,1272.2985,133.43,Highest Interest
248,96698.83,7.12,1.6073674760792238,12807.86,4738.9082,637.94,Avalanche
249,96398.38,26.2,1.5687240551106796,9786.72,6361.3679999999995,576.09,Avalanche
250,85447.94,15.62,3.040162770450221,3494.13,3074.8344,68.91,Avalanche
251,30150.44,13.91,2.8155723546424274,3220.14,1706.6742,371.05,Highest Interest
252,39124.68,15.14,2.11707017869527,13825.15,4700.551,139.18,Snowball
253,85262.53,29.24,2.9274495183691043,10699.6,5349.8,269.98,Highest Interest
254,32375.28,25.96,2.2025092853954145,12780.73,7668.437999999999,14.46,Snowball
255,17779.78,22.07,2.6618247207443115,13426.73,5370.692,320.26,Highest Interest
256,56123.32,10.84,2.2588454865510537,9433.04,6508.7976,439.9,Highest Interest
257,93679.32,7.46,2.4400184355663534,8726.8,7854.12,495.67,Highest Interest
258,69906.95,27.88,2.045901546116178,7595.56,4329.4692,530.79,Snowball
259,57436.06,14.42,2.120091185599469,6120.31,3121.3581000000004,669.03,Highest Interest
260,10620.47,10.53,2.7720480904763125,7649.75,4130.865000000001,172.37,Avalanche
261,61885.72,15.71,2.852389483380625,12060.44,4462.3628,96.39,Highest Interest
262,99015.33,27.78,2.2929379426096945,9825.0,8154.75,681.23,Avalanche
263,14868.32,13.45,1.7372298778657287,13602.8,7481.54,125.29,Snowball
264,52314.64,18.19,3.5,7763.94,4114.8882,779.81,Snowball
265,87859.93,24.68,2.5183483291156192,9892.16,6924.512,674.03,Highest Interest
266,74336.09,14.53,2.6560704147037013,10207.0,5817.99,400.7,Highest Interest
267,70004.56,9.31,1.869335100793709,9692.06,6687.521399999999,785.14,Highest Interest
268,70545.92,29.85,3.1076167744922163,11134.24,3785.6416000000004,77.9,Avalanche
269,36589.62,28.83,3.1839476315793025,5086.64,4018.4456000000005,242.45,Snowball
270,30065.59,25.77,1.645982571179843,8660.73,7448.2278,510.58,Avalanche
271,81126.75,21.59,2.448807186187291,3354.92,2314.8948,280.01,Avalanche
272,81201.23,10.96,2.4097815146901813,6998.65,6088.8255,742.7,Highest Interest
273,86840.16,27.66,3.5,8339.67,3252.4713,52.5,Highest Interest
274,91410.81,10.44,3.2218069035639476,10478.92,6182.5628,439.53,Avalanche
275,51622.9,24.62,1.7746107930154145,14356.9,9475.554,472.69,Avalanche
276,50650.11,27.79,2.1359739102253625,9808.46,6375.499,522.18,Highest Interest
277,80031.22,19.28,2.053502992409702,11666.72,6300.0288,204.53,Highest Interest
278,65346.43,24.68,2.6858381884254623,8581.46,4290.73,291.65,Avalanche
279,70494.72,24.38,3.2861044403822013,10243.35,3892.4730000000004,674.94,Highest Interest
280,79783.47,8.22,2.5545870162751596,2922.12,1577.9448,155.95,Highest Interest
281,89110.53,21.03,2.750583118218914,5307.09,2122.8360000000002,661.49,Avalanche
282,34461.52,5.52,2.167845647828428,6704.09,4961.0266,450.12,Avalanche
283,38182.71,16.71,2.7479038490797354,8142.41,3501.2363,609.75,Snowball
284,10304.21,7.38,2.2640410829927475,2593.43,881.7662,570.89,Avalanche
285,58249.73,14.24,1.679620234334679,3820.31,2406.7952999999998,166.01,Highest Interest
286,4558.29,25.49,2.7154353545675582,5598.59,3695.0694000000003,455.05,Avalanche
287,47094.2,29.65,2.4950737891941936,14629.92,11996.534399999999,694.18,Avalanche
288,54721.82,11.58,1.9514012284076219,6307.51,4099.8815,345.69,Avalanche
289,29367.58,17.36,3.3226926625519995,8266.53,4215.9303,773.27,Snowball
290,59492.49,16.81,2.1167730052691427,4549.27,3548.4306000000006,361.77,Snowball
291,4019.52,28.77,2.804550657219418,9940.14,6162.886799999999,114.23,Highest Interest
292,4697.47,15.92,2.318725904724918,5648.88,1977.108,311.55,Snowball
293,82437.46,21.88,3.271788609428791,4690.9,3002.176,761.36,Avalanche
294,36658.87,27.89,2.381206043135717,8715.44,7320.9696,255.78,Snowball
295,13578.99,13.08,1.662685955694874,2071.58,1118.6532,694.48,Avalanche
296,52702.08,27.36,2.9050010571095473,2099.63,1007.8224,705.0,Snowball
297,77229.36,27.77,3.269771993844867,4847.89,1890.6771,280.15,Snowball
298,22366.28,28.13,2.2861943012020034,2477.38,966.1782000000001,66.61,Snowball
299,62666.16,10.3,2.839442404826224,3404.33,1906.4248000000002,579.65,Avalanche
300,9449.4,13.81,2.5647158025243897,6405.19,4227.4254,249.21,Snowball
301,6116.49,26.5,2.3086420222872444,12433.61,4351.7635,626.34,Avalanche
302,53604.11,12.7,2.9203801888110186,9436.63,8115.501799999999,354.12,Avalanche
303,54522.88,19.21,2.0999820053238376,8664.68,6498.51,388.21,Highest Interest
304,64105.56,6.19,2.5162476023935585,5815.35,3779.9775000000004,622.33,Snowball
305,72883.04,4.52,2.6286783633022264,14112.8,11290.24,305.89,Highest Interest
306,97609.36,14.12,2.6105446851793515,7161.2,2506.4199999999996,354.5,Highest Interest
307,52113.73,18.63,2.112296620823065,3132.21,1848.0039,300.95,Avalanche
308,32972.69,13.6,3.5,10021.86,6814.864800000001,293.87,Snowball
309,79723.43,18.6,3.131122666411056,3479.9,2783.92,420.76,Avalanche
310,27812.39,16.91,2.9952062793747936,6487.9,4995.683,647.04,Avalanche
311,44458.17,21.51,3.2166064874889306,8596.36,4040.2892,289.41,Snowball
312,8767.18,20.54,2.534380773868692,13364.89,11493.8054,419.4,Avalanche
313,3509.72,14.45,2.314354849284815,8416.11,3113.9607,536.58,Snowball
314,96302.19,14.47,1.9554821122328012,11129.36,9237.3688,215.55,Snowball
315,83762.03,6.8,2.1482842060236758,14906.62,13117.8256,222.02,Avalanche
316,69901.45,16.86,1.9929883098480028,3709.36,1520.8376,746.73,Avalanche
317,41486.34,18.85,2.235947259288747,5571.51,4067.2023,578.83,Highest Interest
318,18156.14,15.87,2.638237813066589,7129.49,2281.4368,461.75,Avalanche
319,16487.27,11.79,2.9570124496057035,7483.77,4041.2358000000004,518.18,Snowball
320,25774.05,22.48,2.9431767538944267,7343.27,4479.3947,23.44,Highest Interest
321,55373.44,5.02,1.9142461773855368,13798.94,8969.311000000002,494.48,Snowball
322,71745.0,27.69,2.8445646594015024,11282.42,9702.8812,407.61,Highest Interest
323,66359.54,3.56,3.0719287187068547,9902.77,6931.939,436.6,Avalanche
324,28713.46,28.98,2.37288243572233,6021.85,3552.8915,287.54,Avalanche
325,95531.66,15.48,3.098875013787769,12709.27,10040.3233,65.18,Avalanche
326,74051.79,14.14,2.937900130050104,14415.79,12541.7373,154.67,Snowball
327,55881.05,9.92,1.867704528743516,12675.58,3929.4298,760.6,Highest Interest
328,61560.35,3.27,3.5,2020.35,1798.1115,326.96,Snowball
329,42540.41,10.42,2.142176217925021,10273.22,3595.6269999999995,373.35,Highest Interest
330,25525.37,5.95,2.9787099739127614,2664.76,2105.1604,42.17,Avalanche
331,36241.3,20.82,2.9606110001992922,5348.89,2513.9783,30.05,Snowball
332,76026.76,11.62,1.8879940491950125,2773.82,1054.0516,573.75,Avalanche
333,2424.96,23.71,2.5894897422530208,9849.34,5515.630400000001,430.48,Snowball
334,12491.19,8.59,2.954458155269605,10925.67,7538.712299999999,406.96,Avalanche
335,5554.26,27.31,1.8826933460076498,3488.34,1848.8202,194.5,Snowball
336,5032.15,17.12,2.5498080799231557,6989.91,2306.6703,595.8,Snowball
337,85690.6,6.09,2.996336527184483,7931.07,5234.5062,134.59,Highest Interest
338,70662.13,13.82,3.0286202998935527,6797.69,5710.0596,151.95,Avalanche
